user_id,scheme_name,gender,age,marital_status,state,area_of_residence,social_category,minority_status,disability_status,bpl_category,is_student,employment_status,occupation,income_annum,single_parent_child,risk_score
67521,Ujjwala Yojana,Female,36,Unmarried,Bihar,Rural,General,No,No,BPL,No,Private Employed,Teacher,133109,No,0.5518851853640838
42375,Agri-Clinics and Agri-Business Centres,Male,29,Married,Delhi,Rural,OBC,No,No,APL,No,Self Employed,Student,256132,Yes,0.6379577582977871
94563,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Male,24,Divorced,Karnataka,Urban,OBC,Yes,Yes,APL,No,Private Employed,Shopkeeper,1330372,Yes,0.7651614026258539
43052,PM-KISAN,Male,47,Divorced,Delhi,Rural,ST,No,Yes,BPL,No,Self Employed,Farmer,74827,No,1.0
54856,Post Matric Scholarship for SC Students,Male,17,Unmarried,Delhi,Urban,SC,Yes,No,BPL,Yes,Unemployed,Student,88723,Yes,0.8618206617870948
86839,Student Scholarship,Female,19,Widow,Kerala,Urban,ST,No,Yes,APL,Yes,Unemployed,Student,748831,Yes,1.0
68617,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Female,22,Widow,Bihar,Rural,ST,Yes,Yes,APL,No,Government Employed,Shopkeeper,740849,Yes,0.9339398632321345
21747,PMGDISHA,Female,55,Married,Kerala,Rural,General,No,No,APL,No,Private Employed,Farmer,1176342,Yes,0.6838531712400207
35164,National Health Mission,Other,38,Unmarried,Karnataka,Urban,SC,Yes,No,APL,No,Government Employed,Unemployed,1645974,No,0.877809044246505
80962,Pradhan Mantri Mudra Yojana,Male,44,Unmarried,Maharashtra,Rural,OBC,No,No,BPL,No,Self Employed,Self Employed,108362,Yes,0.7536787914189451
56069,National Health Mission,Female,44,Married,Andhra Pradesh,Urban,ST,Yes,Yes,APL,No,Government Employed,Engineer,669333,No,0.99572435053057
18700,Maternity Benefit,Female,27,Married,Maharashtra,Rural,ST,Yes,Yes,BPL,Yes,Self Employed,Student,80348,No,1.0
38740,Small Business Loan,Other,24,Married,Bihar,Urban,SC,Yes,Yes,BPL,No,Self Employed,Self Employed,149659,No,1.0
61683,Start-up Village Entrepreneurship Programme,Male,37,Widow,Kerala,Rural,ST,Yes,No,APL,No,Self Employed,Software Engineer,788966,Yes,0.9389561748878764
54471,Sukanya Samriddhi Yojana,Female,2,Unmarried,Uttar Pradesh,Urban,SC,No,Yes,APL,No,Private Employed,None,1110751,Yes,0.9153146428310923
85142,Atal Pension Yojana,Male,21,Divorced,Andhra Pradesh,Rural,ST,No,Yes,APL,No,Employed,Shopkeeper,262677,Yes,0.8832922809141538
96154,Janani Suraksha Yojana,Female,39,Married,Rajasthan,Rural,OBC,Yes,No,BPL,No,Employed,Shopkeeper,103258,No,0.8004487810993522
92445,National Fellowship for OBC Students,Other,25,Widow,Maharashtra,Rural,OBC,Yes,Yes,APL,Yes,Unemployed,Student,1583783,Yes,1.0
60977,Sukanya Samriddhi Yojana,Female,1,Unmarried,Tamil Nadu,Rural,SC,No,Yes,APL,No,Self Employed,None,187958,No,0.8075971658949124
16667,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Other,33,Divorced,Tamil Nadu,Rural,SC,Yes,Yes,BPL,No,Unemployed,Shopkeeper,105338,No,0.9816399235863363
45685,Old Age Pension,Male,82,Divorced,Delhi,Urban,OBC,Yes,No,BPL,No,Unemployed,None,96047,Yes,0.835060113170335
95938,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Other,19,Unmarried,Bihar,Rural,ST,No,No,BPL,No,Self Employed,Shopkeeper,74964,Yes,0.7593575091167748
62099,Ujjwala Yojana,Female,27,Divorced,Andhra Pradesh,Rural,OBC,No,No,BPL,No,Employed,Farmer,57781,Yes,1.0
18728,PM-KISAN,Other,30,Widow,Uttar Pradesh,Rural,SC,Yes,No,APL,No,Self Employed,Farmer,1995097,No,0.7163728769094777
87673,Pradhan Mantri Awas Yojana (Rural),Female,59,Widow,Kerala,Rural,SC,No,Yes,BPL,No,Private Employed,Shopkeeper,29998,Yes,1.0
94800,Janani Suraksha Yojana,Female,25,Married,Maharashtra,Urban,General,Yes,Yes,BPL,No,Government Employed,Unemployed,37881,Yes,1.0
94195,Pradhan Mantri Mudra Yojana,Other,26,Unmarried,Karnataka,Rural,General,No,No,APL,No,Self Employed,Auto Driver,845743,No,0.4691496895775111
46807,National Health Mission,Other,30,Unmarried,Andhra Pradesh,Urban,SC,Yes,No,BPL,Yes,Self Employed,Student,99241,Yes,0.9464093494508706
25307,Ayushman Bharat (PM-JAY),Male,32,Divorced,Kerala,Urban,SC,Yes,No,BPL,No,Government Employed,Shopkeeper,43519,Yes,1.0
49103,Pradhan Mantri Mudra Yojana,Female,28,Unmarried,Tamil Nadu,Urban,OBC,Yes,No,APL,No,Self Employed,Self Employed,1117156,No,0.6120907501201621
94178,Agri-Clinics and Agri-Business Centres,Other,39,Unmarried,Bihar,Rural,SC,No,No,BPL,No,Self Employed,Student,126302,No,0.6889317388953445
80035,Post Matric Scholarship for SC Students,Male,25,Unmarried,Andhra Pradesh,Urban,SC,No,Yes,BPL,Yes,Unemployed,Student,89613,No,0.94207412542943
16438,Post Matric Scholarship for SC Students,Other,24,Divorced,Delhi,Rural,SC,No,Yes,BPL,Yes,Unemployed,Student,60706,No,0.7380955179696336
13985,Ujjwala Yojana,Female,28,Divorced,Telangana,Urban,ST,No,Yes,BPL,No,Private Employed,Farmer,143978,Yes,0.9598066583477846
32044,PMGDISHA,Female,39,Married,Delhi,Rural,SC,Yes,No,BPL,No,Private Employed,Teacher,112095,Yes,0.9491683645965584
29886,PMGDISHA,Other,40,Widow,Karnataka,Rural,SC,No,No,BPL,No,Private Employed,Self Employed,141468,No,0.7613319606555435
15474,Stand-Up India,Female,30,Married,Karnataka,Rural,ST,Yes,Yes,BPL,Yes,Self Employed,Student,104968,No,0.8638153935642362
22742,National Health Mission,Female,37,Divorced,Maharashtra,Urban,General,Yes,Yes,BPL,No,Government Employed,Teacher,119516,Yes,0.9493784550891232
33330,Ujjwala Yojana,Female,35,Married,Telangana,Rural,General,No,No,BPL,No,Private Employed,Unemployed,105720,No,0.6562123615420812
44059,Student Scholarship,Male,17,Unmarried,Telangana,Rural,SC,No,No,APL,Yes,Unemployed,Student,894291,Yes,0.675754766191557
26228,Van Dhan Yojana,Male,40,Unmarried,Maharashtra,Rural,ST,Yes,Yes,APL,No,Unemployed,Engineer,1115051,Yes,1.0
63234,Ayushman Bharat (PM-JAY),Male,49,Unmarried,Andhra Pradesh,Urban,OBC,No,Yes,BPL,No,Government Employed,Unemployed,70886,Yes,1.0
86825,Small Business Loan,Other,29,Married,Kerala,Rural,ST,No,Yes,BPL,No,Self Employed,Shopkeeper,70062,No,1.0
46614,Atal Pension Yojana,Male,37,Unmarried,Tamil Nadu,Rural,General,Yes,Yes,BPL,No,Self Employed,Auto Driver,111722,No,0.8437421638098921
37883,Student Scholarship,Male,22,Divorced,Uttar Pradesh,Urban,General,Yes,No,APL,Yes,Unemployed,Student,1031005,Yes,0.8068850890383299
86993,Ujjwala Yojana,Female,34,Divorced,Tamil Nadu,Rural,General,No,Yes,BPL,No,Government Employed,Self Employed,105036,Yes,1.0
74306,National Health Mission,Other,27,Married,Karnataka,Rural,General,Yes,Yes,APL,No,Employed,Private Sector Worker,1127478,No,0.6104806050887271
45598,Small Business Loan,Male,38,Unmarried,Karnataka,Urban,SC,Yes,No,APL,No,Self Employed,Shopkeeper,1093527,No,0.6329742326115794
47080,Sukanya Samriddhi Yojana,Female,8,Unmarried,Tamil Nadu,Urban,General,Yes,No,BPL,No,Government Employed,None,81825,Yes,0.8144640473326598
84907,Stand-Up India,Female,60,Married,Uttar Pradesh,Rural,SC,Yes,Yes,APL,No,Self Employed,Shopkeeper,504210,Yes,0.9374592217370934
70497,PMGDISHA,Other,26,Married,Maharashtra,Rural,OBC,Yes,No,APL,No,Employed,Labourer,914613,No,0.44260286735983795
98572,PM-KISAN,Other,43,Married,Rajasthan,Rural,SC,Yes,No,BPL,No,Self Employed,Farmer,136394,Yes,0.9155143306506015
42985,PM-KISAN,Female,54,Married,Bihar,Rural,ST,No,No,BPL,No,Self Employed,Farmer,74134,No,0.7406455857906379
89204,Farmer Support,Female,42,Widow,Kerala,Rural,General,Yes,No,APL,No,Self Employed,Farmer,1929445,No,0.9102722308417319
54226,Start-up Village Entrepreneurship Programme,Other,28,Divorced,Tamil Nadu,Rural,General,Yes,No,APL,No,Self Employed,Farmer,797370,Yes,0.5914433679468205
29126,Pradhan Mantri Awas Yojana (Rural),Other,38,Widow,Delhi,Rural,ST,Yes,Yes,BPL,No,Employed,Shopkeeper,149182,Yes,1.0
10701,Old Age Pension,Other,88,Divorced,Delhi,Urban,SC,No,Yes,BPL,No,Unemployed,None,62986,No,1.0
68555,Student Scholarship,Male,20,Unmarried,Bihar,Urban,SC,No,Yes,BPL,Yes,Unemployed,Student,17343,Yes,1.0
26863,Start-up Village Entrepreneurship Programme,Other,44,Widow,Andhra Pradesh,Rural,General,Yes,No,BPL,No,Self Employed,Farmer,99709,Yes,1.0
99582,Old Age Pension,Male,83,Married,Karnataka,Rural,General,Yes,Yes,BPL,No,Unemployed,None,90666,Yes,0.9767413995002204
73600,Skill India Mission,Female,21,Married,Karnataka,Rural,General,No,Yes,BPL,No,Government Employed,Student,120896,No,0.661439730940541
13137,Farmer Support,Other,20,Widow,Tamil Nadu,Rural,ST,No,Yes,APL,No,Self Employed,Farmer,1441386,No,0.8384697247563727
96957,Small Business Loan,Female,35,Divorced,Bihar,Rural,SC,No,No,BPL,No,Self Employed,Auto Driver,89670,Yes,1.0
70818,Pradhan Mantri Awas Yojana (Rural),Male,42,Unmarried,Uttar Pradesh,Rural,ST,Yes,Yes,BPL,No,Private Employed,Doctor,146247,No,0.9814690786395085
39084,Student Scholarship,Male,18,Unmarried,Kerala,Rural,ST,No,Yes,APL,Yes,Unemployed,Student,332434,Yes,0.9549382854619359
69720,Small Business Loan,Other,52,Widow,Bihar,Rural,ST,No,Yes,BPL,No,Self Employed,Shopkeeper,20616,No,1.0
72988,Atal Pension Yojana,Female,35,Unmarried,Rajasthan,Urban,SC,No,Yes,APL,No,Self Employed,Farmer,1608552,No,0.693547606973899
37013,National Health Mission,Male,51,Unmarried,Delhi,Rural,SC,Yes,Yes,APL,No,Unemployed,Self Employed,418872,Yes,0.7277868287284335
28846,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Other,37,Married,Tamil Nadu,Urban,General,Yes,Yes,APL,No,Self Employed,Shopkeeper,1243264,Yes,0.6880587360065604
76477,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Male,22,Unmarried,Kerala,Urban,ST,No,Yes,BPL,No,Private Employed,Farmer,140281,No,1.0
15630,Small Business Loan,Female,50,Divorced,Karnataka,Rural,SC,No,No,APL,No,Self Employed,Auto Driver,1106642,No,0.6046909444155815
65650,Atal Pension Yojana,Other,28,Unmarried,Kerala,Urban,ST,No,No,APL,No,Unemployed,Farmer,1935228,Yes,0.6700139916698357
31770,Ujjwala Yojana,Female,53,Unmarried,Kerala,Rural,ST,Yes,Yes,BPL,No,Employed,Self Employed,89862,No,0.9161058203026101
54977,Start-up Village Entrepreneurship Programme,Female,30,Divorced,Tamil Nadu,Rural,ST,No,Yes,BPL,Yes,Self Employed,Student,98842,No,1.0
43557,Stand-Up India,Other,58,Divorced,Rajasthan,Rural,SC,No,Yes,APL,No,Self Employed,Shopkeeper,1536369,Yes,0.8139534456307196
78257,Janani Suraksha Yojana,Female,40,Married,Delhi,Rural,SC,Yes,Yes,BPL,No,Employed,Software Engineer,50576,No,1.0
25425,Student Scholarship,Male,19,Widow,Kerala,Urban,OBC,No,Yes,BPL,Yes,Unemployed,Student,132758,Yes,1.0
68560,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Other,23,Unmarried,Delhi,Rural,General,No,No,APL,No,Government Employed,Auto Driver,1661630,Yes,0.6694205040690087
36330,PM-KISAN,Female,53,Divorced,Kerala,Rural,SC,Yes,No,APL,No,Self Employed,Farmer,1182001,Yes,0.7086619590173799
51823,Atal Pension Yojana,Other,23,Divorced,Karnataka,Urban,SC,Yes,No,BPL,No,Employed,Farmer,86773,Yes,1.0
49802,Janani Suraksha Yojana,Female,23,Married,Uttar Pradesh,Urban,OBC,No,Yes,BPL,No,Government Employed,Farmer,26573,No,0.8201081852773983
21145,Janani Suraksha Yojana,Female,18,Married,Delhi,Rural,ST,Yes,No,BPL,No,Employed,Self Employed,67633,Yes,0.905312213759335
34846,PMGDISHA,Other,27,Divorced,Rajasthan,Rural,SC,Yes,No,APL,No,Self Employed,Software Engineer,1798928,No,0.7408273680628038
19049,Small Business Loan,Female,38,Divorced,Uttar Pradesh,Rural,OBC,No,Yes,BPL,No,Self Employed,Self Employed,44614,No,0.8847734371795777
99944,Janani Suraksha Yojana,Female,37,Married,Tamil Nadu,Urban,General,Yes,No,BPL,No,Employed,Private Sector Worker,92680,Yes,0.8362130431569003
89995,Agri-Clinics and Agri-Business Centres,Female,30,Divorced,Maharashtra,Urban,SC,Yes,Yes,BPL,No,Self Employed,Unemployed,96777,Yes,1.0
86165,Van Dhan Yojana,Other,30,Divorced,Karnataka,Rural,ST,No,No,BPL,Yes,Unemployed,Student,93367,No,0.6743942389711816
10948,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Other,33,Widow,Delhi,Rural,General,Yes,Yes,BPL,No,Private Employed,Auto Driver,70055,Yes,1.0
58874,Agri-Clinics and Agri-Business Centres,Female,21,Married,Rajasthan,Urban,OBC,No,Yes,APL,No,Unemployed,Unemployed,1068345,Yes,0.7085588141218385
81772,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Female,34,Widow,Uttar Pradesh,Urban,ST,No,No,BPL,No,Government Employed,Shopkeeper,50223,No,1.0
59461,Start-up Village Entrepreneurship Programme,Female,51,Unmarried,Kerala,Rural,SC,No,No,APL,No,Self Employed,Labourer,1479005,No,0.7193673097681738
41957,Van Dhan Yojana,Female,52,Married,Andhra Pradesh,Rural,ST,Yes,Yes,APL,No,Private Employed,Doctor,1521742,Yes,0.9114123660010172
32809,National Health Mission,Other,43,Divorced,Delhi,Urban,General,No,No,APL,No,Private Employed,Self Employed,169441,No,0.494003626479041
40929,National Health Mission,Female,23,Widow,Kerala,Urban,General,No,Yes,APL,No,Unemployed,Private Sector Worker,741445,Yes,0.9345038320052447
18772,Janani Suraksha Yojana,Female,19,Married,Delhi,Rural,OBC,Yes,No,BPL,No,Employed,Labourer,108288,Yes,0.8988190606070365
52195,Ayushman Bharat (PM-JAY),Male,28,Unmarried,Bihar,Urban,General,Yes,Yes,BPL,Yes,Unemployed,Student,123209,Yes,1.0
61237,PM-KISAN,Male,34,Divorced,Rajasthan,Rural,SC,Yes,No,APL,No,Self Employed,Farmer,331593,No,0.6163611989163011
97649,Old Age Pension,Other,83,Unmarried,Bihar,Rural,SC,No,No,BPL,No,Unemployed,None,103418,Yes,0.7719080699037318
70267,Janani Suraksha Yojana,Female,24,Married,Telangana,Rural,ST,No,Yes,BPL,No,Employed,Farmer,69807,No,1.0
19936,Ayushman Bharat (PM-JAY),Male,21,Married,Telangana,Urban,OBC,Yes,Yes,BPL,No,Self Employed,Farmer,10003,No,0.9483779445521345
39245,Pradhan Mantri Awas Yojana (Rural),Male,44,Divorced,Kerala,Rural,SC,Yes,Yes,BPL,No,Employed,Shopkeeper,134283,No,0.9760727852234856
72190,Old Age Pension,Other,70,Unmarried,Rajasthan,Rural,General,Yes,Yes,BPL,No,Unemployed,None,149361,Yes,0.9906890453082347
66935,Janani Suraksha Yojana,Female,35,Married,Tamil Nadu,Urban,ST,Yes,No,BPL,No,Employed,Software Engineer,60726,No,0.8162523914036486
43665,PM-KISAN,Male,53,Married,Telangana,Rural,SC,Yes,No,BPL,No,Self Employed,Farmer,62527,Yes,1.0
17446,Old Age Pension,Other,64,Widow,Tamil Nadu,Urban,OBC,No,Yes,BPL,No,Unemployed,None,19044,Yes,1.0
34911,Maternity Benefit,Female,18,Married,Uttar Pradesh,Urban,General,Yes,No,APL,No,Self Employed,Self Employed,251626,No,0.5128005232940699
16486,Ayushman Bharat (PM-JAY),Male,55,Unmarried,Karnataka,Rural,SC,No,No,BPL,No,Unemployed,Farmer,61571,No,0.9001983803066292
56497,Skill India Mission,Female,28,Divorced,Rajasthan,Urban,SC,Yes,Yes,BPL,No,Self Employed,Unemployed,21531,No,0.970476373908441
55437,Stand-Up India,Female,29,Married,Uttar Pradesh,Rural,ST,Yes,Yes,APL,No,Self Employed,Teacher,1182899,No,0.9413110145203543
22604,Skill India Mission,Female,27,Divorced,Rajasthan,Urban,SC,Yes,No,APL,No,Self Employed,Student,1991889,Yes,0.6836359648578577
65944,Van Dhan Yojana,Female,39,Married,Tamil Nadu,Rural,ST,Yes,No,APL,No,Private Employed,Teacher,887440,No,0.5901298609172506
38952,Maternity Benefit,Female,38,Married,Tamil Nadu,Urban,OBC,Yes,Yes,APL,No,Employed,Unemployed,1955873,Yes,0.8075523942839368
99351,Pradhan Mantri Awas Yojana (Rural),Other,60,Divorced,Uttar Pradesh,Rural,General,No,No,BPL,No,Private Employed,Self Employed,127690,Yes,0.7413181215195228
21273,Van Dhan Yojana,Other,60,Unmarried,Andhra Pradesh,Rural,ST,No,Yes,BPL,No,Government Employed,Farmer,15025,Yes,1.0
63288,Pradhan Mantri Awas Yojana (Rural),Male,30,Unmarried,Maharashtra,Rural,SC,No,Yes,BPL,No,Employed,Software Engineer,17795,No,1.0
26833,Old Age Pension,Female,81,Divorced,Uttar Pradesh,Rural,SC,Yes,No,BPL,No,Unemployed,None,28244,No,0.8963656453699604
73574,Ayushman Bharat (PM-JAY),Male,37,Widow,Uttar Pradesh,Rural,ST,No,Yes,BPL,No,Unemployed,Shopkeeper,122456,Yes,1.0
53561,National Health Mission,Female,60,Unmarried,Maharashtra,Rural,General,Yes,No,BPL,No,Unemployed,Engineer,74416,Yes,0.8930762992185618
67328,Stand-Up India,Female,18,Divorced,Telangana,Urban,SC,No,Yes,BPL,No,Self Employed,Software Engineer,66764,No,1.0
32468,Janani Suraksha Yojana,Female,24,Married,Karnataka,Urban,General,Yes,Yes,BPL,No,Private Employed,Engineer,107144,No,0.6772731433715546
33701,PMGDISHA,Male,20,Unmarried,Delhi,Rural,OBC,No,Yes,BPL,No,Private Employed,Unemployed,129863,Yes,1.0
33034,Ayushman Bharat (PM-JAY),Other,47,Divorced,Uttar Pradesh,Rural,SC,No,No,BPL,No,Employed,Unemployed,23494,No,0.6945136340368692
36278,Pradhan Mantri Gramin Awaas Yojana,Female,54,Divorced,Karnataka,Rural,SC,Yes,No,BPL,No,Employed,Unemployed,46289,No,1.0
66253,Maternity Benefit,Female,26,Married,Delhi,Rural,General,Yes,No,BPL,No,Private Employed,Teacher,23537,No,0.809932070147648
53600,PM-KISAN,Male,32,Widow,Maharashtra,Rural,ST,Yes,No,BPL,No,Self Employed,Farmer,114891,No,0.88592878213075
45657,Sukanya Samriddhi Yojana,Female,5,Unmarried,Bihar,Rural,OBC,Yes,Yes,BPL,No,Private Employed,None,75708,Yes,0.8532348840586841
32682,PM-KISAN,Female,18,Widow,Uttar Pradesh,Rural,SC,No,No,APL,No,Self Employed,Farmer,1956144,Yes,0.6310327021504719
81719,PM-KISAN,Other,49,Divorced,Uttar Pradesh,Rural,General,No,Yes,APL,No,Self Employed,Farmer,412014,Yes,0.8540901063511432
32228,Ayushman Bharat (PM-JAY),Female,42,Married,Karnataka,Rural,ST,No,No,BPL,No,Government Employed,Engineer,35449,Yes,0.9423882362614787
51227,Small Business Loan,Male,35,Unmarried,Rajasthan,Urban,SC,Yes,No,BPL,No,Self Employed,Auto Driver,79579,Yes,0.9676401569462658
93957,Skill India Mission,Male,25,Married,Andhra Pradesh,Urban,SC,Yes,No,BPL,No,Self Employed,Student,83991,Yes,0.968771710535659
65959,Pradhan Mantri Awas Yojana (Rural),Other,41,Widow,Karnataka,Rural,OBC,Yes,Yes,BPL,No,Unemployed,Doctor,61061,No,0.9466985899525626
87652,Ayushman Bharat (PM-JAY),Male,48,Married,Delhi,Urban,ST,No,No,BPL,No,Private Employed,Labourer,106929,Yes,0.9255183237305354
60443,Farmer Support,Female,26,Unmarried,Telangana,Rural,ST,No,No,BPL,No,Self Employed,Farmer,86700,Yes,1.0
59472,Agri-Clinics and Agri-Business Centres,Female,39,Divorced,Uttar Pradesh,Rural,OBC,Yes,Yes,BPL,No,Private Employed,Student,83104,No,0.8976119103751812
25929,Maternity Benefit,Female,28,Married,Karnataka,Urban,ST,Yes,No,BPL,No,Employed,Farmer,128633,Yes,0.8101629435111628
69619,PMGDISHA,Female,30,Widow,Andhra Pradesh,Rural,OBC,No,Yes,APL,Yes,Unemployed,Student,876974,Yes,0.7639862270834967
40227,Pradhan Mantri Gramin Awaas Yojana,Male,39,Divorced,Maharashtra,Rural,SC,No,No,BPL,No,Private Employed,Private Sector Worker,120467,Yes,0.7975978610198666
99919,Old Age Pension,Male,77,Married,Andhra Pradesh,Urban,ST,Yes,Yes,BPL,No,Unemployed,None,118025,No,1.0
19610,Student Scholarship,Other,16,Unmarried,Delhi,Rural,SC,Yes,Yes,BPL,Yes,Unemployed,Student,134368,No,0.9753364947119005
12979,Ujjwala Yojana,Female,21,Unmarried,Kerala,Rural,SC,Yes,No,BPL,No,Government Employed,Doctor,54413,Yes,1.0
47859,Sukanya Samriddhi Yojana,Female,5,Unmarried,Delhi,Urban,OBC,No,Yes,APL,No,Government Employed,None,1489450,No,0.6955284470240976
51642,National Health Mission,Female,23,Widow,Uttar Pradesh,Urban,General,No,No,BPL,No,Government Employed,Doctor,142185,No,0.7005547563847853
11319,Small Business Loan,Other,32,Married,Bihar,Rural,ST,No,Yes,APL,No,Self Employed,Self Employed,404824,No,0.8425578729253002
18746,Van Dhan Yojana,Female,18,Unmarried,Maharashtra,Rural,ST,No,Yes,APL,No,Private Employed,Teacher,806562,Yes,0.890344803816407
24204,Ujjwala Yojana,Female,37,Widow,Andhra Pradesh,Urban,OBC,Yes,Yes,BPL,No,Private Employed,Doctor,115912,Yes,1.0
82700,PMGDISHA,Male,38,Divorced,Andhra Pradesh,Rural,SC,Yes,No,BPL,No,Private Employed,Shopkeeper,73389,No,0.8264791734810678
60677,Ayushman Bharat (PM-JAY),Male,60,Widow,Delhi,Rural,OBC,Yes,No,BPL,No,Unemployed,Shopkeeper,64484,Yes,0.9625316186805368
90666,Pradhan Mantri Awas Yojana (Rural),Other,20,Unmarried,Maharashtra,Rural,SC,No,No,BPL,No,Government Employed,Unemployed,57975,Yes,0.9652591917881284
82752,Post Matric Scholarship for SC Students,Other,20,Unmarried,Uttar Pradesh,Urban,SC,No,Yes,APL,Yes,Unemployed,Student,1937932,Yes,0.9272216826353903
59373,Stand-Up India,Female,21,Divorced,Maharashtra,Rural,ST,No,No,APL,No,Self Employed,Private Sector Worker,1647964,Yes,0.7801786396170649
13915,Maternity Benefit,Female,28,Married,Maharashtra,Urban,SC,Yes,Yes,BPL,No,Self Employed,Private Sector Worker,56200,No,1.0
30970,Atal Pension Yojana,Other,31,Widow,Tamil Nadu,Rural,ST,No,No,BPL,No,Unemployed,Labourer,16015,No,1.0
88431,Maternity Benefit,Female,30,Married,Uttar Pradesh,Urban,ST,Yes,Yes,BPL,Yes,Private Employed,Student,97472,Yes,1.0
14942,Atal Pension Yojana,Other,21,Married,Maharashtra,Rural,OBC,No,Yes,APL,No,Self Employed,Auto Driver,151491,Yes,0.7409775358117686
76834,National Fellowship for OBC Students,Female,28,Unmarried,Telangana,Urban,OBC,Yes,No,BPL,Yes,Unemployed,Student,120054,No,0.6795280823215343
94075,PM-KISAN,Other,20,Married,Tamil Nadu,Rural,OBC,No,No,BPL,No,Self Employed,Farmer,119458,No,0.6814082410065094
78599,Old Age Pension,Male,82,Unmarried,Uttar Pradesh,Rural,OBC,Yes,Yes,BPL,No,Unemployed,None,40921,Yes,1.0
38035,Atal Pension Yojana,Female,25,Widow,Uttar Pradesh,Rural,ST,Yes,Yes,APL,No,Self Employed,Shopkeeper,1861905,No,0.8727500681487927
69327,Ayushman Bharat (PM-JAY),Male,57,Widow,Karnataka,Rural,SC,Yes,Yes,BPL,No,Employed,Engineer,58989,Yes,1.0
75298,Farmer Support,Other,32,Married,Karnataka,Rural,General,Yes,Yes,APL,No,Self Employed,Farmer,559636,No,0.7870467573076609
71907,Ujjwala Yojana,Female,21,Married,Karnataka,Rural,OBC,No,No,BPL,No,Employed,Software Engineer,120774,No,0.5691197800598509
29624,Atal Pension Yojana,Male,19,Divorced,Kerala,Urban,ST,Yes,No,BPL,No,Private Employed,Farmer,73370,Yes,0.9305656020422586
77887,Farmer Support,Other,28,Widow,Maharashtra,Rural,OBC,Yes,Yes,APL,No,Self Employed,Farmer,1422287,No,0.8447150993285049
25431,Ujjwala Yojana,Female,44,Divorced,Kerala,Urban,General,No,Yes,BPL,No,Self Employed,Doctor,130385,Yes,0.8858461646557177
88766,Ayushman Bharat (PM-JAY),Male,43,Widow,Delhi,Urban,SC,No,No,BPL,No,Private Employed,Software Engineer,146939,Yes,1.0
89746,Stand-Up India,Female,28,Unmarried,Uttar Pradesh,Urban,ST,Yes,No,APL,No,Self Employed,Labourer,1029493,No,0.7730553185842385
52212,Farmer Support,Male,48,Married,Karnataka,Rural,SC,No,No,BPL,No,Self Employed,Farmer,133070,Yes,0.7280501290999046
33854,Janani Suraksha Yojana,Female,39,Married,Delhi,Urban,SC,No,Yes,BPL,No,Self Employed,Software Engineer,83905,No,1.0
42707,Van Dhan Yojana,Male,30,Unmarried,Maharashtra,Rural,ST,No,No,APL,Yes,Self Employed,Student,1913922,Yes,0.5790619694628267
55043,PMGDISHA,Other,48,Widow,Telangana,Rural,General,Yes,No,APL,No,Employed,Unemployed,978341,No,0.6808536771608678
24125,Student Scholarship,Other,18,Divorced,Delhi,Urban,General,No,Yes,BPL,Yes,Unemployed,Student,148891,No,0.8625348609591504
50653,Janani Suraksha Yojana,Female,39,Married,Karnataka,Rural,OBC,No,No,BPL,No,Unemployed,Private Sector Worker,39024,Yes,0.8263632150524509
67561,Start-up Village Entrepreneurship Programme,Male,24,Unmarried,Uttar Pradesh,Rural,ST,No,Yes,APL,No,Self Employed,Unemployed,1836358,Yes,0.8204262931524802
80581,PMGDISHA,Other,38,Divorced,Delhi,Rural,OBC,Yes,No,APL,No,Private Employed,Teacher,959615,No,0.6584080168835743
39639,Skill India Mission,Male,34,Divorced,Telangana,Rural,OBC,Yes,No,BPL,No,Employed,Unemployed,10143,Yes,0.8550751110091923
19443,Sukanya Samriddhi Yojana,Female,9,Unmarried,Rajasthan,Rural,ST,No,No,APL,No,Self Employed,None,472777,Yes,0.6552037889916781
22707,PMGDISHA,Other,24,Unmarried,Kerala,Rural,SC,Yes,Yes,APL,Yes,Employed,Student,222447,No,0.9061566636804046
66867,PMGDISHA,Other,21,Married,Bihar,Rural,OBC,Yes,No,BPL,No,Employed,Doctor,38374,No,0.7392581424650856
51005,Start-up Village Entrepreneurship Programme,Female,46,Divorced,Bihar,Rural,OBC,Yes,No,BPL,No,Self Employed,Self Employed,54599,No,0.7951691194106676
54978,Start-up Village Entrepreneurship Programme,Female,50,Divorced,Bihar,Rural,SC,No,No,BPL,No,Self Employed,Self Employed,31164,Yes,1.0
62924,Post Matric Scholarship for SC Students,Female,24,Divorced,Bihar,Rural,SC,Yes,Yes,BPL,Yes,Unemployed,Student,64996,Yes,1.0
82468,Pradhan Mantri Mudra Yojana,Female,35,Widow,Uttar Pradesh,Rural,General,No,No,BPL,No,Self Employed,Auto Driver,70441,No,0.6755136784497107
